1432520559272,0
1432606959272,0
1432693359272,0
1432779759272,0
1432866159272,0
1432952559272,1
1433038959272,0
1433125359272,0
1433211759272,0
1433298159272,0
1433384559272,0
1433470959272,0
1433557359272,1
1433643759272,0
1433730159272,0
1433816559272,0
1433902959272,0
1433989359272,0
1434075759272,0
1434162159272,1
1434248559272,0
1434334959272,0
1434421359272,0
1434507759272,0
1434594159272,0
1434680559272,0
1434766959272,1
1434853359272,0
1434939759272,0
1435026159272,0
1435112559272,0
1435198959272,0
1435285359272,0
1435371759272,1
1435458159272,0
1435544559272,0
1435630959272,0
1435717359272,0
1435803759272,0
1435890159272,0
1435976559272,1
1436062959272,0
1436149359272,0
1436235759272,0
1436322159272,0
1436408559272,0
1436494959272,0
1436581359272,1
1436667759272,0
1436754159272,0
1436840559272,0
1436926959272,0
1437013359272,0
1437099759272,0
1437186159272,1
1437272559272,0
1437358959272,0
1437445359272,0
1437531759272,0
1437618159272,0
1437704559272,0
1437790959272,1
1437877359272,0
1437963759272,0
1438050159272,0
1438136559272,0
1438222959272,0
1438309359272,0
1438395759272,1
1438482159272,0
1438568559272,0
1438654959272,0
1438741359272,0
1438827759272,0
1438914159272,0
1439000559272,1
1439086959272,0
1439173359272,0
1439259759272,0
1439346159272,0
1439432559272,0
1439518959272,0
1439605359272,1
1439691759272,0
1439778159272,0
1439864559272,0
1439950959272,0
1440037359272,0
1440123759272,0
1440210159272,1
1440296559272,0
1440382959272,0
1440469359272,0
1440555759272,0
1440642159272,0
1440728559272,0
1440814959272,1
1440901359272,0
1440987759272,0
1441074159272,0
1441160559272,0
1441246959272,0
1441333359272,0
1441419759272,1
1441506159272,0
1441592559272,0
1441678959272,0
1441765359272,0
1441851759272,0
1441938159272,0
1442024559272,1
1442110959272,0
1442197359272,0
1442283759272,0
1442370159272,0
1442456559272,0
1442542959272,0
1442629359272,1
1442715759272,0
1442802159272,0
1442888559272,0
1442974959272,0
1443061359272,0
1443147759272,0
1443234159272,1
1443320559272,0
1443406959272,0
1443493359272,0
1443579759272,0
1443666159272,0
1443752559272,0
1443838959272,1
1443925359272,0
1444011759272,0
1444098159272,0
1444184559272,0
1444270959272,0
1444357359272,0
1444443759272,1
1444530159272,0
1444616559272,0
1444702959272,0
1444789359272,0
1444875759272,0
1444962159272,0
1445048559272,1
1445134959272,0
1445221359272,0
1445307759272,0
1445394159272,0
1445480559272,0
1445566959272,0
1445653359272,1
1445739759272,0
1445826159272,0
1445912559272,0
1445998959272,0
1446085359272,0
1446171759272,0
1446258159272,1
1446344559272,0
1446430959272,0
1446517359272,0
1446603759272,0
1446690159272,0
1446776559272,0
1446862959272,1
1446949359272,0
1447035759272,0
1447122159272,0
1447208559272,0
1447294959272,0
1447381359272,0
1447467759272,1
1447554159272,0
1447640559272,0
1447726959272,0
1447813359272,0
1447899759272,0
1447986159272,0
1448072559272,1
1448158959272,0
1448245359272,0
1448331759272,0
1448418159272,0
1448504559272,0
1448590959272,0
1448677359272,1
1448763759272,0
1448850159272,0
1448936559272,0
1449022959272,0
1449109359272,0
1449195759272,0
1449282159272,1
1449368559272,0
1449454959272,0
1449541359272,0
1449627759272,0
1449714159272,0
1449800559272,0
1449886959272,1
1449973359272,0
1450059759272,0
1450146159272,0
1450232559272,0
1450318959272,0
1450405359272,0
1450491759272,1
1450578159272,0
1450664559272,0
1450750959272,0
1450837359272,0
1450923759272,0
1451010159272,0
1451096559272,1
1451182959272,0
1451269359272,0
1451355759272,0
1451442159272,0
1451528559272,0
1451614959272,0
